geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
Lsamp	237	1	236
Dab2ip	151	0	151
Myo9b	280	0	280
Magt1	123	35	88
Msx1	5	4	1
Sppl3	224	16	208
Nol4l	135	4	131
RP23-346L20.2	12	0	12
Rae1	1051	507	544
Mesdc1	104	104	0
Myo9a	347	0	347
Samd4b	211	3	208
Etnk2	14	6	8
Gad1	428	30	398
Etnk1	370	69	301
Ergic1	526	118	408
Gad2	974	78	896
Ergic3	1294	208	1086
Pacsin1	122	51	71
Ergic2	666	369	297
RP23-336O18.4	2	2	0
AC130680.15	3	0	3
AC155937.2	2	0	2
Pacsin3	90	38	52
RP23-336O18.2	16	16	0
Pacsin2	39	12	27
RP23-336O18.1	1	1	0
Vmp1	365	243	122
Gabrb1	157	29	128
Gabrb3	360	55	305
AC130680.12	2	0	2
Gabrb2	94	20	74
Rad1	157	117	40
Tcrg-V7	1	0	1
Mir3475	2	2	0
RP23-441L19.1	86	86	0
AC124659.2	2	1	1
Kif26b	92	6	86
Kif26a	107	3	104
Sdhd	141	126	15
Sdhc	723	462	261
Aptx	310	178	132
Sdhb	2127	1744	383
Sdha	721	494	227
RP24-137C19.1	26	0	26
Ckap2l	186	10	176
Tgm7	1	0	1
Tgm3	1	0	1
RP23-325I3.1	228	185	43
Rag1	2	0	2
Msx2	1	0	1
Msx3	2	1	1
Rbmx2	336	50	286
RP23-323P11.3	25	0	25
RP23-406B13.2	1	1	0
A230072I06Rik	4	4	0
RP23-72A20.11	10	0	10
RP23-162E7.4	4	4	0
Katnbl1	52	0	52
AC125354.1	3	0	3
RP23-153H17.5	1	1	0
Raf1	534	322	212
RP23-343K17.3	2	0	2
RP23-343K17.2	4	4	0
Papolg	90	15	75
Papolb	2	2	0
Papola	1041	528	513
Zfp119a	21	9	12
Zfp119b	35	15	20
Olfr1351	2	0	2
Rai1	151	16	135
RP23-289H16.2	421	271	150
RP23-406B13.6	12	0	12
RP23-93C9.1	1	0	1
Trpv2	58	1	57
Rai2	150	81	69
Dlx1as	55	30	25
Mlxipl	5	0	5
Mblac1	67	67	0
Mblac2	198	93	105
RP23-26P10.1	1	1	0
B330016D10Rik	113	0	113
RP23-158A22.1	5	4	1
Sdk1	28	0	28
RP23-402F16.3	1	0	1
Atg9a	8	1	7
Atg9b	3	0	3
Pear1	3	1	2
RP23-206I14.5	1	0	1
Sdk2	40	0	40
RP24-544J6.1	1	0	1
Znhit2	198	198	0
Pfdn6	1523	1471	52
Znhit1	804	628	176
Pfdn5	4476	4206	270
Pfdn4	1062	821	241
Peak1	119	0	119
Znhit6	297	133	164
Pfdn2	2205	2096	109
Pfdn1	1357	1144	213
Znhit3	252	212	40
RP24-74E24.5	6	6	0
RP24-544J6.2	5	5	0
Nufip1	297	94	203
Nufip2	287	0	287
RP24-468O18.1	1	1	0
Sepw1	7013	6468	545
Nfatc4	62	7	55
Trpt1	93	20	73
Ccdc28a	43	29	14
Nfatc1	3	0	3
Ccdc28b	711	627	84
Nfatc3	293	16	277
Nfatc2	10	0	10
RP24-273A2.1	1	0	1
Kif21a	1318	0	1318
Kif21b	573	6	567
RP23-89M16.5	1	1	0
RP23-428N4.2	1	0	1
RP23-89M16.7	15	0	15
AC161792.1	75	17	58
Prelid1	1360	1215	145
Prelid2	20	8	12
RP24-308L17.1	5	5	0
Slc22a23	42	1	41
Usp27x	25	0	25
Slc22a29	1	0	1
Cabp7	2	0	2
Bud31	1192	1001	191
Cabp1	289	85	204
AC083948.7	1	1	0
RP23-96I9.2	3	3	0
RP23-126N4.3	4	4	0
AC083948.4	2	2	0
RP24-308L17.2	2	2	0
Slc22a21	5	0	5
RP23-126N4.1	14	14	0
Lpxn	4	0	4
RP24-308L17.5	3	3	0
RP23-126N4.2	2	2	0
Sept7	2013	3	2010
Sept6	343	111	232
Pcna-ps2	2	2	0
Sept9	302	102	200
Odf2l	211	8	203
Ppp3r1	140	0	140
Sept8	122	17	105
Kif20a	72	3	69
Olfr1392	1	0	1
RP24-213G21.1	1	0	1
Kif20b	120	0	120
Slc22a15	41	15	26
Galc	51	4	47
RP23-328E6.3	1	1	0
Nwd2	9	0	9
Gale	90	56	34
Mta1	247	0	247
Nwd1	16	0	16
Slc22a12	1	0	1
RP23-201I4.5	3	0	3
Slc22a18	1	1	0
Tgs1	796	11	785
Slc22a17	520	222	298
RP23-201I4.9	1	0	1
RP23-88A13.5	5	5	0
Phyhipl	255	204	51
Galm	5	2	3
Muc5b	5	0	5
Mta2	383	176	207
RP23-88A13.2	2061	202	1859
Mta3	72	30	42
RP23-296I18.1	2	1	1
RP24-414G20.1	8	0	8
RP23-88A13.4	2	2	0
RP23-88A13.3	8	2	6
Rb1	117	3	114
Trps1	126	1	125
RP23-383N15.1	42	42	0
RP23-85A17.3	6	6	0
Atg4b	409	179	230
Odf3b	3	0	3
Atg4c	78	15	63
Lancl2	238	93	145
Lancl3	134	42	92
Atg4a	43	7	36
Bud13	97	18	79
Spats2l	158	32	126
Atg4d	162	47	115
Leprot	494	359	135
Lancl1	543	323	220
Cyhr1	200	72	128
RP23-322I11.4	4	4	0
RP24-158L15.1	7124	7124	0
Ran	5652	5263	389
WI1-1024F3.1	9	9	0
Gamt	158	137	21
Psme4	442	3	439
Psme3	298	167	131
RP23-158G17.1	2	2	0
Ccdc65	6	1	5
RP23-243B24.4	24	0	24
Ccdc66	153	3	150
Ccdc63	1	0	1
Psme2	638	560	78
RP23-243B24.1	11	11	0
Psme1	1062	821	241
Ccdc61	108	32	76
Ccdc62	3	0	3
Ganc	37	10	27
Ccdc60	1	0	1
Ipo11	83	1	82
Mtap	112	82	30
Ipo13	116	33	83
Ccdc58	478	248	230
Sdpr	15	11	4
Ccdc59	835	317	518
Ccdc57	14	2	12
Agap1	311	0	311
Agap2	17	0	17
AC116581.2	4	4	0
Agap3	170	10	160
1110020A21Rik	18	13	5
RP23-273N4.4	3	0	3
Rd3	3	3	0
Mex3a	964	2	962
Cldn3	128	128	0
Rala	2505	2011	494
Ube2n-ps1	18	18	0
Ralb	129	82	47
Mex3b	233	64	169
Galt	49	15	34
Col22a1	13	0	13
Cldn7	1	0	1
Psmf1	263	193	70
Ccdc50	584	143	441
Pusl1	207	54	153
Ccdc51	106	65	41
RP24-133O9.1	6	0	6
Prkcsh	562	286	276
Ccdc47	164	1	163
Ehmt2	473	69	404
RP23-204E23.2	2	0	2
Arap1	6	0	6
Raly	294	0	294
Ehmt1	582	10	572
Arap2	22	0	22
Mex3c	86	6	80
Mex3d	48	4	44
RP23-38L16.3	79	79	0
RP23-441I24.4	2	2	0
RP23-441I24.5	4	0	4
RP23-38L16.4	81	81	0
RP23-441I24.3	7	7	0
Ccdc43	205	175	30
Psmg2	454	275	179
Psmg1	223	205	18
Psmg4	848	805	43
Psmg3	19	0	19
Ccdc40	36	6	30
Cadm4	356	188	168
Mfsd10	163	40	123
RP23-418M3.4	1	0	1
Cadm3	301	118	183
Mfsd11	41	0	41
RP23-418M3.5	17	0	17
Ccdc39	32	6	26
Mfsd12	35	9	26
Ccdc36	1	0	1
Ccdc34	1625	142	1483
Cadm2	201	0	201
Cadm1	809	2	807
Gar1	508	217	291
Kcnab3os	6	1	5
Zranb1	480	53	427
Cldn1	2	0	2
Zranb2	1257	302	955
Cldn2	1	0	1
Zranb3	17	1	16
Abtb1	110	27	83
Btf3	6335	6144	191
Abtb2	20	5	15
Bloc1s2	531	462	69
Bloc1s3	40	31	9
Bloc1s4	237	237	0
RP24-254O21.2	6	6	0
Sec61g	737	685	52
RP24-254O21.3	2	2	0
Bloc1s5	178	141	37
RP23-354F11.2	1	0	1
Bloc1s6	262	89	173
Rdx	1307	8	1299
Ccdc32	403	205	198
Ccdc33	1	0	1
Sec61b	2301	2019	282
Ccdc30	47	18	29
RP23-354F11.5	4	0	4
Asf1b	62	43	19
RP23-467O2.3	1	1	0
Asf1a	550	483	67
Pea15a	1081	738	343
Mtbp	41	5	36
RP23-467O2.5	1	1	0
Ccdc25	341	19	322
Ccdc24	1	0	1
Rel	24	0	24
Acadsb	329	95	234
Fgf16	5	0	5
Psma4	2441	2191	250
Btg4	1	0	1
RP23-470I4.7	3	0	3
Mfsd2a	57	22	35
Psma3	3003	2481	522
Btg3	106	56	50
RP23-470I4.4	17	17	0
Mfsd2b	1	0	1
Fgf14	10	1	9
Psma6	2366	2150	216
Btg2	889	722	167
RP23-470I4.5	1	0	1
Fgf15	38	18	20
Psma5	1152	1019	133
Btg1	1240	1100	140
4930507D05Rik	12	12	0
Fgf18	3	2	1
Psma2	2391	2184	207
RP23-470I4.9	2	2	0
Psma1	1950	1751	199
Fgf12	25	5	20
Fgf13	218	16	202
Fgf10	7	1	6
Fam169a	42	11	31
Fgf11	24	1	23
Ccdc18	77	0	77
Fam168b	666	53	613
Fam168a	943	283	660
Ccdc17	9	0	9
Isoc2b	25	21	4
Ccdc14	37	4	33
Mtg1	107	81	26
Ccdc15	61	1	60
RP23-144K18.3	2950	2950	0
Mtg2	302	12	290
Ccdc12	1032	703	329
Rfk	157	85	72
Isoc2a	9	4	5
Ccdc13	6	4	2
RP23-144K18.5	162	76	86
Rara	38	6	32
Rarb	17	6	11
Gars	894	571	323
Frmd4a	1228	151	1077
Frmd4b	1002	21	981
Gart	267	128	139
RP23-477A19.4	28	28	0
Psmb5	20	0	20
Tmem191c	7	1	6
Psmb4	2566	2403	163
RP24-106E17.1	1	0	1
Psmb7	2390	2245	145
RP23-184K1.6	1	1	0
RP23-477A19.5	12	12	0
Psmb6	3975	3369	606
RP23-184K1.3	1	0	1
Psmb1	3177	2978	199
Psmb3	2320	1837	483
Psmb2	2498	2173	325
Fgf23	13	0	13
Sdsl	12	0	12
RP23-477A19.2	8	8	0
Fgf22	6	0	6
Mtdh	1585	767	818
RP24-129J15.3	6	6	0
Zkscan16	3	0	3
Ttyh3	532	13	519
Gm24290	1	1	0
Zkscan14	109	41	68
Ttyh1	273	134	139
Gm24296	1	1	0
Ttyh2	18	4	14
Mtf1	136	68	68
Zkscan17	78	13	65
Mtf2	738	122	616
Epdr1	50	30	20
Rgn	1	0	1
Gas2	71	7	64
Gas1	279	0	279
RP24-210N1.3	5	5	0
Gas6	44	28	16
Rcsd1	3	0	3
Psma7	4269	3799	470
Gas5	5100	2609	2491
Gas8	234	159	75
RP23-9D24.2	1	1	0
Gas7	87	3	84
RP23-314A15.5	4	4	0
Psmc6	1573	1262	311
Rufy1	118	31	87
Psmc5	1082	934	148
Tmco6	74	5	69
Rufy4	1	0	1
Psmc2	918	3	915
Psmc1	817	421	396
Rufy2	277	14	263
Psmc4	1551	1318	233
RP23-430H21.1	14	14	0
Rufy3	1269	453	816
Psmc3	1065	695	370
RP23-114M24.1	5	5	0
Gatc	219	171	48
Hsp90b1	96	0	96
Gatb	82	48	34
RP23-291B1.3	2	2	0
Ccl17	1	0	1
AC084391.4	22	0	22
Rhd	2	0	2
Gatm	26	17	9
Ccl12	4	4	0
RP23-446G23.1	12	12	0
RP23-302C16.2	5	1	4
RP23-291B1.2	48	48	0
RP23-79H24.4	4	0	4
Etnppl	1	0	1
Ikbkap	205	8	197
RP23-299H4.3	2	2	0
Tmco3	269	57	212
Psmb9	4	0	4
Tmco4	9	1	8
Psmb8	6	5	1
Tmco1	426	308	118
Spsb2	31	12	19
Psmd7	1833	1476	357
Spsb3	310	207	103
Psmd6	1187	1072	115
Rarg	12	3	9
Psmd9	592	303	289
Spsb1	15	0	15
Psmd8	1724	1524	200
Psmd3	760	498	262
Psmd2	971	370	601
Psmd5	231	127	104
Psmd4	1790	1434	356
RP23-79H24.3	15	0	15
AC125047.1	23	14	9
Psmd1	879	14	865
RP24-373D10.1	5	5	0
Spsb4	113	80	33
Ccl25	186	10	176
RP24-211P23.2	12	12	0
Rars	334	201	133
Tubb4b	1983	1773	210
Gast	1	1	0
Tubb4a	605	219	386
Mir1946b	1	1	0
Brinp2	148	25	123
Brinp1	46	11	35
RP23-337N2.7	1	1	0
Rnpepl1	228	50	178
Nepro	28	5	23
RP23-81P21.1	12	10	2
Tmem194b	42	10	32
Brinp3	20	4	16
Chrnb4	1	0	1
Trp53rkb	122	60	62
Chrnb2	53	0	53
Trp53rka	222	187	35
Chrnb1	4	0	4
Emx2os	27	2	25
Popdc2	1	0	1
Popdc3	38	1	37
Adamts1	48	3	45
Btaf1	320	0	320
Tubb2b	51727	47427	4300
Adamts5	21	4	17
Tubb2a	4532	4038	494
Adamts4	47	0	47
RP23-31K14.3	1209	1209	0
Adamts3	31	0	31
Adamts2	45	3	42
Adamts9	3	0	3
Adamts8	5	2	3
Rab3gap2	97	2	95
AC087903.1	1	0	1
Adamts7	52	3	49
Adamts6	79	0	79
Rab3gap1	156	5	151
Gtf2i	545	11	534
RP23-261M19.4	6	0	6
Nomo1	121	9	112
Cept1	96	64	32
AC124432.1	2	2	0
Gtf2b	456	347	109
Pipox	29	6	23
Gm26906	1	0	1
RP23-79E7.2	1	1	0
Sesn2	9	6	3
Gm26902	8	0	8
Sesn1	448	22	426
Scmh1	377	167	210
Rilpl2	174	149	25
Gm26904	1	0	1
Rilpl1	74	51	23
Sesn3	166	45	121
Dydc2	2	0	2
Ffar4	1	0	1
Ffar1	1	1	0
Dydc1	1	0	1
RP24-161A24.1	1	1	0
AC158304.5	1	0	1
Gm26909	4	0	4
RP23-15M14.8	2	2	0
RP23-15M14.9	2	2	0
Rlf	171	40	131
Map4k5	111	6	105
Map4k4	1345	92	1253
Mtm1	31	2	29
Map4k3	103	3	100
Rnu3a	1	0	1
RP24-483E18.1	1	1	0
RP24-483E18.2	5	5	0
RP23-369O21.1	1	1	0
Gtf3a	662	554	108
RP23-108H19.3	12	12	0
Otx2os1	10	0	10
Ptprc	4	1	3
RP24-89J20.1	5	5	0
RP23-447N11.5	11	11	0
Ptprb	1	0	1
Ptpre	79	7	72
Ptprd	763	1	762
RP24-187J17.1	6	0	6
Ptpra	578	49	529
RP23-447N11.3	2	2	0
RP24-282D16.4	2	2	0
RP24-492D11.5	1	0	1
RP24-282D16.9	24	24	0
RP23-390C13.3	1	1	0
Map4k2	46	3	43
Mypop	93	57	36
Chrna3	5	3	2
Mfap3l	35	2	33
Map4k1	35	2	33
Mtl5	2	1	1
CH25-660D15.2	107	49	58
Chrna7	4	2	2
Chrna5	1	1	0
Chrna4	4	0	4
Rbpms	5	0	5
RP23-104G16.1	22	0	22
Lztfl1	436	110	326
Btla	1	0	1
Dcdc5	3	0	3
RP24-200D20.2	56	56	0
RP23-48A2.6	1	1	0
Gimap9	2	1	1
Sap30l	172	114	58
Picalm	198	4	194
Galnt1	129	32	97
Tmem198b	12	0	12
Galnt3	2	0	2
Galnt2	12	0	12
RP24-323H7.7	2	2	0
Mto1	224	76	148
Galnt4	6	6	0
Galnt7	43	11	32
RP24-323H7.5	7	7	0
Dtx3l	1	0	1
Rp2	95	28	67
RP24-465O15.1	37	30	7
RP24-176F12.12	10	10	0
Rp9	1387	999	388
RP24-176F12.14	354	342	12
Nadk2	136	11	125
Psme2b	24	24	0
Tha1	15	3	12
RP23-153K9.2	1	1	0
RP23-49H16.3	54	0	54
RP23-49H16.2	2	2	0
RP23-49H16.1	93	45	48
Map1lc3a	2406	2195	211
Map1lc3b	3814	3516	298
Ganab	255	0	255
Ctdnep1	186	96	90
RP23-296E17.4	2	0	2
Rpe	154	72	82
Rrnad1	212	21	191
Ptpn7	1	0	1
Ptpn6	3	1	2
Ptpn9	257	49	208
Ptpn3	2	0	2
Rnu12	20	20	0
Ptpn2	142	91	51
Mtor	161	24	137
Ptpn5	178	49	129
Ptpn4	149	0	149
Acadvl	180	125	55
Ptpn1	900	450	450
RP24-69N19.1	7	7	0
WI1-2075L23.1	9	9	0
RP23-301M3.1	10	0	10
RP24-96D10.2	14	0	14
Galnt9	55	22	33
Rs1	1	0	1
Thbd	2	2	0
Rpl17-ps4	2	2	0
Rpl17-ps5	2398	2398	0
Rpl17-ps8	869	869	0
Rpl17-ps9	1287	1287	0
Dicer1	234	0	234
RP23-111M12.3	3	3	0
Rpl17-ps3	2332	2332	0
Mki67	287	0	287
Gm25636	4	4	0
RP23-155D8.5	9	7	2
Serbp1	4715	3246	1469
Aqp9	12	0	12
RP23-300M9.2	2	0	2
Rrh	12	0	12
Aqp5	1	1	0
Aqp4	7	2	5
Gba2	152	50	102
Aqp1	1	1	0
Tubal3	3	0	3
RP23-83N21.1	19	19	0
RP23-449L24.3	6	6	0
Cldnd1	480	373	107
RP23-415E17.1	3	0	3
Mvb12a	318	219	99
Heca	34	0	34
Mvb12b	383	97	286
Gm25635	1	1	0
RP23-449L24.1	105	0	105
Gm25630	31	31	0
Gm25631	2	2	0
RP23-275P21.2	15	15	0
Mtpn	1092	127	965
RP24-202L5.2	1748	1649	99
RP23-101N20.9	1	1	0
Sympk	223	36	187
Gsdmc4	1	0	1
Ahdc1	176	8	168
Wrap73	323	246	77
Dmrta2os	47	33	14
Cep85l	87	0	87
AC118022.3	2	0	2
Tfip11	121	49	72
Btrc	419	34	385
Slc45a3	2	0	2
Slc45a4	28	0	28
RP24-81A22.2	1	0	1
Slc45a1	61	13	48
RP23-302F9.2	6	0	6
Gbas	336	169	167
Nkx2-2os	1	0	1
Rnase4	5	0	5
RP23-330O16.3	1	0	1
Gm25654	1	1	0
Rbak	48	27	21
Gm24325	2	2	0
RP24-391B9.1	3	0	3
Gm24323	1	1	0
Wrap53	115	76	39
Mtrr	40	12	28
Ranbp3l	1	0	1
Sox6os	4	2	2
Zzz3	210	18	192
Vnn1	2	1	1
RP24-295G1.1	1	0	1
RP23-438P19.12	9	0	9
RP24-259F16.2	2	0	2
5031415H12Rik	1	0	1
RP23-438P19.11	92	39	53
Keap1	443	234	209
Cldn34c1	336	104	232
Cldn34c2	9	0	9
AC134827.3	44	2	42
Gm25640	1	1	0
AC134827.2	5	5	0
RP23-169J21.3	11	9	2
Gbe1	34	7	27
RP23-355G16.5	6	0	6
RP24-275P22.2	1	1	0
RP23-355G16.1	1	1	0
Ramp1	42	40	2
RP23-364J19.1	7	7	0
Ptprs	1450	81	1369
Sp100	1	0	1
Ptprr	48	8	40
Ptpru	16	1	15
Ptprt	44	0	44
RP23-355G16.9	69	0	69
RP23-240G3.4	40	40	0
RP24-352M15.1	2	0	2
Ptpro	220	9	211
Ptprn	14	4	10
RP23-387P23.6	3	0	3
RP23-355G16.8	6	6	0
Ptprk	678	84	594
Ptprj	21	0	21
Ptprm	14	0	14
Rnu5g	13	13	0
Rnasel	206	5	201
Ptprg	111	11	100
Ptprf	256	0	256
Ptprh	2	0	2
AC139759.2	2	2	0
Efcab1	18	5	13
Efcab2	58	30	28
Heg1	181	3	178
Mttp	111	2	109
Gdpgp1	18	7	11
Alpk1	4	0	4
RP24-187D4.1	1	0	1
Acvr1	62	1	61
RP23-144A12.1	4	4	0
RP24-126J17.4	1	0	1
Efcab5	6	0	6
Efcab6	26	0	26
Gm26910	16	2	14
RP24-67A10.1	5	0	5
Efcab7	50	3	47
RP24-464B16.1	21	21	0
Efcab8	1	0	1
Scml2	5	0	5
RP23-431O7.6	1	1	0
Scml4	43	4	39
Gm25617	3	0	3
RP24-498P8.3	21	21	0
Znrd1as	59	52	7
RP23-239F1.2	21	21	0
RP23-239F1.3	90	90	0
RP23-31L20.1	1	0	1
Zmpste24	88	27	61
Rsad1	25	2	23
Uspl1	102	5	97
RP23-235E15.5	16	16	0
Gxylt2	6	2	4
RP23-235E15.1	11	11	0
Gxylt1	96	4	92
RP23-60H16.1	1	0	1
Slc32a1	215	134	81
RP23-205I1.6	1	0	1
Mtx1	406	329	77
Mtx2	681	579	102
Ryk	258	9	249
Mtx3	44	8	36
Gbf1	524	17	507
RP24-494L17.1	1	1	0
Mad1l1	86	24	62
RP24-273A7.4	1	0	1
Ranbp10	77	9	68
RP23-205I1.2	3	1	2
Ramp3	15	13	2
Ramp2	69	63	6
Ranbp17	28	1	27
RP23-240H6.2	2	2	0
RP23-292C19.1	5	0	5
RP24-361F11.3	2	1	1
Mtss1l	151	1	150
Spta1	1	0	1
Rps15-ps2	70	70	0
RP24-260F19.4	11	11	0
Zgpat	30	0	30
AC164607.1	801	801	0
RP23-78N8.5	2	2	0
Gm23054	8	8	0
RP23-218A4.8	3	0	3
Gm23058	1	1	0
Dusp26	175	142	33
Dusp28	91	74	17
RP23-78N8.3	78	35	43
RP24-246F6.2	4	1	3
AC127338.1	587	587	0
RP24-352B14.2	4	4	0
RP23-70B19.5	8	8	0
RP24-352B14.3	2	2	0
Rbfa	337	282	55
RP24-352B14.1	20	20	0
1700022N22Rik	9	0	9
Gm24373	1	1	0
Gm24371	15	15	0
RP24-114M8.2	172	172	0
RP23-288O12.2	3	3	0
Lmtk2	63	0	63
Lmtk3	265	0	265
Cbfa2t2-ps1	1	1	0
Gm23045	1	1	0
Smchd1	496	0	496
RP24-500I4.1	11	0	11
Dusp22	55	32	23
Gm24379	2	2	0
Dusp23	70	52	18
Gm24378	1	1	0
Helq	35	1	34
Nr3c2	23	0	23
Nr3c1	24	0	24
RP23-9P6.2	30	0	30
Helt	13	10	3
Helz	366	8	358
RP24-440G8.8	1	1	0
RP23-34E15.5	5	5	0
RP23-34E15.4	2	2	0
RP24-443M8.1	1	1	0
Fam166b	1	1	0
Selo	177	59	118
Selm	185	166	19
Selk	3140	2912	228
Bicral	56	0	56
RP23-25M3.6	18	0	18
Selt	629	57	572
Nkapl	87	87	0
RP23-292N18.3	1	1	0
RP23-393B19.1	17	5	12
Mfsd7b	43	3	40
RP23-136K21.4	1	1	0
Fam167a	39	5	34
Helb	22	1	21
Sem1	3885	3629	256
RP23-34E15.3	1	1	0
RP23-34E15.1	1	1	0
Gm24392	2	2	0
Gm24399	1	1	0
Inhba	82	3	79
Inhbb	75	45	30
RP24-81L3.1	1	1	0
RP24-81L3.4	5	5	0
AC131791.1	96	66	30
Kctd20	368	186	182
Kctd21	36	9	27
Atg101	468	431	37
Runx2os1	2	0	2
Tmem88b	1	0	1
Rbm3	2592	2310	282
RP23-407N2.2	15	0	15
Rbm4	8	0	8
Hmgcs1	1576	777	799
Gm25677	1	1	0
RP24-333C3.4	4	0	4
RP23-394K8.5	42	42	0
Rbm7	423	302	121
RP24-333C3.1	1	1	0
Gm24347	1	1	0
Rbks	7	2	5
Rbm5	958	165	793
Rbm6	662	43	619
Ppdpf	3444	2695	749
RP23-65J2.1	5	5	0
Kctd10	183	99	84
Gap43	2466	1819	647
RP23-413C3.4	5	5	0
Kctd15	152	52	100
Kctd17	301	79	222
Kctd18	117	35	82
Gm11027	1	0	1
CAAA01083517.1	1	1	0
Kctd11	4	4	0
RP23-304F19.1	2	0	2
Kctd12	74	0	74
RP24-152H15.3	5	0	5
Hmgcs2	8	4	4
RP23-235J18.1	4	0	4
Kctd13	35	0	35
Kctd14	28	19	9
Rbl2	91	3	88
RP23-40G2.3	353	265	88
Rbl1	31	4	27
RP23-469K15.2	51	51	0
RP23-40G2.5	1	0	1
Fam161a	12	0	12
RP23-460A13.2	20	18	2
Sag	13	0	13
Gm23002	1	1	0
Fam161b	83	7	76
Gm25661	2	2	0
RP23-348C6.3	2	2	0
Anp32b-ps1	2	2	0
Dusp14	97	80	17
Dusp15	31	17	14
Dusp16	34	2	32
Dusp18	148	55	93
Dusp19	7	0	7
Eif3s6-ps4	1	0	1
Eif3s6-ps1	2	2	0
RP23-248L2.3	1	0	1
Pmepa1	129	19	110
RP24-213M16.1	5	5	0
Tmem86b	8	6	2
Tmem86a	117	89	28
Nxf1	1419	931	488
Muc1	4	2	2
RP23-255N3.6	1	1	0
RP24-91J7.1	1	1	0
Fam162a	982	774	208
Pdap1	2970	963	2007
Gm24366	11	11	0
Hes1	89	62	27
Bub3	1086	810	276
Gm23039	1	1	0
Dusp10	83	8	75
Hes5	447	267	180
Rbmx	849	96	753
Bub1	75	11	64
Dusp11	399	86	313
Gm23037	5	5	0
Dusp12	149	102	47
Muc6	12	0	12
Gbp3	1	0	1
Clcn6	147	4	143
Clcn7	80	4	76
Clcn4	879	44	835
RP24-231D14.1	1	0	1
Clcn5	42	3	39
Thrb	18	2	16
Thra	4359	1744	2615
Gm11042	4	0	4
RP23-183D11.6	52	52	0
Tmem87a	75	7	68
Poc1b	181	39	142
Tmem87b	157	7	150
Poc1a	68	48	20
RP23-183D11.8	44	0	44
Fam163a	16	1	15
Gm23020	1	1	0
Ostf1	47	41	6
Rnaseh2c	885	813	72
Rnaseh2b	538	349	189
Heph	4	0	4
Fam163b	15	8	7
Rnaseh2a	250	214	36
RP23-175A18.3	1	0	1
Gm23024	1	1	0
RP23-401E22.5	1	1	0
RP23-360N18.1	4	0	4
RP23-421O10.2	2	1	1
RP23-82I5.2	137	101	36
Morn1	176	6	170
Sct	8	5	3
Morn2	295	257	38
Morn4	389	217	172
RP23-313O9.1	182	127	55
Scx	4	2	2
Nfrkb	251	1	250
Serf1	3718	3506	212
L1cam	263	8	255
Serf2	2709	2502	207
Pcdh10	164	8	156
Trrap	270	21	249
Pcdh17	145	24	121
Pcdh19	101	9	92
Pcdh18	41	5	36
Pcdh15	45	0	45
Sf1	607	177	430
RP24-432B3.4	35	35	0
Hes6	1387	1139	248
Hes7	7	0	7
Gbp7	2	0	2
Galr2	1	0	1
Trmt2a	249	133	116
Trmt2b	21	9	12
Nr1h4	1	0	1
Galr1	2	0	2
Nr1h3	4	2	2
Nr1h2	265	122	143
Araf	207	39	168
Snrpb2	1182	619	563
Rhebl1	219	144	75
Trmt1l	254	37	217
Rbp4	3	2	1
RP23-167C5.1	2	2	0
Dixdc1	166	52	114
Rbp1	614	584	30
RP23-160G19.10	21	21	0
Fam90a1b	4	0	4
Lrba	58	0	58
AC120859.3	10	0	10
Set	2687	1463	1224
Thy1	61	36	25
Snrpa1	73	0	73
RP23-337K17.1	39	39	0
Setx	197	1	196
Errfi1	98	24	74
RP23-99B10.5	1	1	0
Rexo1	451	15	436
RP23-99B10.2	498	498	0
Rexo4	222	111	111
Sfn	1	1	0
Rexo2	494	435	59
RP23-359C15.4	3	0	3
Nolc1	636	59	577
RP23-454I20.4	1	0	1
RP23-454I20.3	7	0	7
RP23-454I20.1	78	78	0
Rbpj	293	5	288
Il27ra	1	0	1
RP23-114N1.5	19	19	0
RP23-114N1.2	3	3	0
Pcdh20	29	16	13
Trmt11	63	19	44
Trmt12	63	63	0
Trmt13	193	2	191
RP23-75E19.1	4	0	4
Arf4	2593	2157	436
Arf3	978	13	965
RP23-49M18.5	2	0	2
Arf2	488	326	162
RP23-226P4.9	7	7	0
Dstyk	116	4	112
Arf1	2581	2107	474
Depdc7	4	2	2
Mansc4	1	0	1
Mansc1	3	3	0
Depdc5	176	2	174
Shb	55	11	44
Rbsn	131	6	125
Smim10l1	520	3	517
Shd	330	178	152
Tnfrsf1b	2	0	2
Shf	99	27	72
M1ap	1	0	1
Obox3-ps7	5	0	5
Tnfrsf1a	59	49	10
Hey2	5	1	4
Hyls1	20	12	8
Hey1	84	55	29
Ifnlr1	2	0	2
Bmp8b	3	0	3
RP23-359M9.2	3	3	0
RP23-359M9.6	3	0	3
RP23-359M9.5	2	0	2
Arg2	90	52	38
Hcls1	2	0	2
RP23-353J21.5	1	0	1
Areg	7	1	6
RP23-353J21.2	3	3	0
Calcrl	1	0	1
Rpl7-ps7	9	9	0
Anapc11	1769	1574	195
Myom1	4	0	4
Usp9x	370	3	367
Anapc10	402	129	273
RP23-353J21.9	215	13	202
Tuba4a	41	31	10
Anapc16	537	456	81
RP23-251E2.4	88	0	88
Anapc13	919	609	310
AC156028.2	1	0	1
Anapc15	341	108	233
Arf6	260	168	92
Arf5	3687	3198	489
RP23-354A20.1	128	6	122
Anxa9	2	0	2
Tnfrsf17	2	2	0
Anxa7	85	60	25
Anxa6	76	24	52
